block_id,model_category,shape_family,support_class,shape_description,geometry_details,average_color_hex,average_color_r,average_color_g,average_color_b,average_alpha_coverage,face_color_summary,different_faces,tint_policy,material_tags,model_count,blockstate_model_ref_count,rotated_by_blockstate,model_sources,parent_models,texture_sources,confidence,notes
minecraft:green_carpet,irregular_dependent,thin_floor_layer,dependent_on_support_or_counterpart,Irregular very thin floor layer placed on a supporting surface.,"Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Thin floor-layer geometry: a flat sheet on top of a supporting block, usually around 0.0625 block thick, occupying most or all of the x/z footprint while leaving almost the entire voxel empty.",#556E1C,85,110,28,1.000,,,none,fabric,1,1,no,minecraft:block/green_carpet,block;carpet;thin_block,minecraft:block/green_wool,medium,
minecraft:green_concrete,full_cube_same_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with same visual treatment on all six exterior faces.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#495B24,73,91,36,1.000,down=#495B24;up=#495B24;north=#495B24;south=#495B24;west=#495B24;east=#495B24,,none,concrete,1,1,no,minecraft:block/green_concrete,block;cube;cube_all,minecraft:block/green_concrete,medium,
minecraft:green_concrete_powder,full_cube_same_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with same visual treatment on all six exterior faces.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#61782D,97,120,45,1.000,down=#61782D;up=#61782D;north=#61782D;south=#61782D;west=#61782D;east=#61782D,,none,concrete,1,4,yes,minecraft:block/green_concrete_powder,block;cube;cube_all,minecraft:block/green_concrete_powder,medium,
minecraft:green_glazed_terracotta,full_cube_same_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with same visual treatment on all six exterior faces.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#7F9563,127,149,99,1.000,down=#7F9563;up=#7F9563;north=#7F9563;south=#7F9563;west=#7F9563;east=#7F9563,,none,ceramic,1,4,yes,minecraft:block/green_glazed_terracotta,block;cube;template_glazed_terracotta,minecraft:block/green_glazed_terracotta,medium,
minecraft:green_shulker_box,entity_block,entity_renderer,entity_or_block_entity_renderer,Special renderer/entity-style block; normal model geometry is not authoritative.,"Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. This block is rendered by an entity, block entity, or special renderer rather than by a normal solid block model. Treat its world geometry as renderer-defined; this CSV intentionally does not infer a precise color or cuboid mesh from the block model.",,,,,,,,none,,1,1,no,minecraft:block/green_shulker_box,,,high,Average color intentionally omitted because this is handled by entity/block-entity rendering.
minecraft:green_stained_glass,full_cube_same_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with same visual treatment on all six exterior faces.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#667F33,102,127,51,0.460,down=#667F33;up=#667F33;north=#667F33;south=#667F33;west=#667F33;east=#667F33,,none,glass,1,1,no,minecraft:block/green_stained_glass,block;cube;cube_all,minecraft:block/green_stained_glass,medium,
minecraft:green_stained_glass_pane,thin_wall,thin_pane,self_supporting_geometry,"Narrow multipart connector: thin post, pane, bar, fence, or gate segments.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Pane/bar geometry is a thin vertical connector system. A central post/cap sits near [0.4375,0,0.4375]-[0.5625,1,0.5625]. Each north/east/south/west=true side adds a thin vertical pane/bar from the center to that face; false omits that side. Single-connection states add end caps so the exposed edge has thickness.",#647D32,100,125,50,0.575,,,none,glass;architectural_shape,5,9,yes,minecraft:block/green_stained_glass_pane_noside;minecraft:block/green_stained_glass_pane_noside_alt;minecraft:block/green_stained_glass_pane_post;minecraft:block/green_stained_glass_pane_side;minecraft:block/green_stained_glass_pane_side_alt,template_glass_pane_noside;template_glass_pane_noside_alt;template_glass_pane_post;template_glass_pane_side;template_glass_pane_side_alt,minecraft:block/green_stained_glass;minecraft:block/green_stained_glass_pane_top,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:green_terracotta,full_cube_same_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with same visual treatment on all six exterior faces.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#4C532A,76,83,42,1.000,down=#4C532A;up=#4C532A;north=#4C532A;south=#4C532A;west=#4C532A;east=#4C532A,,none,ceramic,1,1,no,minecraft:block/green_terracotta,block;cube;cube_all,minecraft:block/green_terracotta,medium,
minecraft:green_wall_banner,entity_block,entity_renderer,entity_or_block_entity_renderer,Special renderer/entity-style block; normal model geometry is not authoritative.,"Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. This block is rendered by an entity, block entity, or special renderer rather than by a normal solid block model. Treat its world geometry as renderer-defined; this CSV intentionally does not infer a precise color or cuboid mesh from the block model.",,,,,,,,none,,1,1,no,minecraft:block/banner,,,high,Average color intentionally omitted because this is handled by entity/block-entity rendering.
minecraft:green_wool,full_cube_same_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with same visual treatment on all six exterior faces.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#556E1C,85,110,28,1.000,down=#556E1C;up=#556E1C;north=#556E1C;south=#556E1C;west=#556E1C;east=#556E1C,,none,fabric,1,1,no,minecraft:block/green_wool,block;cube;cube_all,minecraft:block/green_wool,medium,
minecraft:grindstone,irregular_self_supporting,irregular_model,self_supporting_geometry,Irregular non-cube geometry that can be used as a standalone placed form.,"Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Irregular model geometry resolved from block models. Representative normalized cuboids/planes: minecraft:block/grindstone -> 5 elements: [0.75,0,0.375]-[0.875,0.4375,0.625] + [0.125,0,0.375]-[0.25,0.4375,0.625] + [0.75,0.4375,0.3125]-[0.875,0.8125,0.6875] + [0.125,0.4375,0.3125]-[0.25,0.8125,0.6875] + [0.25,0.25,0.125]-[0.75,1,0.875]. Orientation or count states rotate, swap, or combine these cuboids without making the block a full cube.",#7C7877,124,120,119,1.000,,,none,stone;neutral,1,12,yes,minecraft:block/grindstone,block,minecraft:block/dark_oak_log;minecraft:block/grindstone_pivot;minecraft:block/grindstone_round;minecraft:block/grindstone_side,medium,
minecraft:hanging_roots,irregular_dependent,cross_planes,dependent_on_support_or_counterpart,"Irregular crossed flat planes with transparent cutout texture, typically plant-like and support/substrate dependent.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Cross-plane geometry: two near-zero-thickness quads cross diagonally through the block center, usually spanning most of y=0..1. The visible silhouette comes from transparent texture pixels, not from cuboid volume; placement normally depends on ground or substrate support.",#A37661,163,118,97,1.000,,,none,vegetation,1,1,no,minecraft:block/hanging_roots,cross,minecraft:block/hanging_roots,medium,
minecraft:hay_block,full_cube_different_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with face-dependent visual treatment.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#A88D21,168,141,33,1.000,down=#A78D0D;up=#A78D0D;north=#A88D27;south=#A88D27;west=#A88D27;east=#A88D27,down=#A78D0D;up=#A78D0D,none,,2,3,yes,minecraft:block/hay_block;minecraft:block/hay_block_horizontal,block;cube;cube_column;cube_column_horizontal,minecraft:block/hay_block_side;minecraft:block/hay_block_top,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:heavy_core,irregular_self_supporting,irregular_model,self_supporting_geometry,Irregular non-cube geometry that can be used as a standalone placed form.,"Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Irregular model geometry resolved from block models. Representative normalized cuboids/planes: minecraft:block/heavy_core -> 1 element: [0.25,0,0.25]-[0.75,0.5,0.75]. Orientation or count states rotate, swap, or combine these cuboids without making the block a full cube.",#5B606A,91,96,106,1.000,,,none,ore;neutral,1,1,no,minecraft:block/heavy_core,,minecraft:block/heavy_core,medium,
minecraft:heavy_weighted_pressure_plate,irregular_dependent,irregular_model,dependent_on_support_or_counterpart,"Irregular non-cube geometry that is expected to depend on a support block, substrate, or paired state.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Pressure plate geometry is a low rectangular floor plate occupying most of the x/z footprint. powered=false is slightly raised; powered=true lowers it closer to the supporting block.",#E2E2E2,226,226,226,1.000,,,none,light;neutral,2,16,no,minecraft:block/heavy_weighted_pressure_plate;minecraft:block/heavy_weighted_pressure_plate_down,block;pressure_plate_down;pressure_plate_up;thin_block,minecraft:block/iron_block,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:honey_block,full_cube_same_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with same visual treatment on all six exterior faces.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#F19417,241,148,23,0.506,down=#F19417;up=#F19417;north=#F19417;south=#F19417;west=#F19417;east=#F19417,,none,,1,1,no,minecraft:block/honey_block,block,minecraft:block/honey_block_bottom;minecraft:block/honey_block_side;minecraft:block/honey_block_top,medium,
minecraft:honeycomb_block,full_cube_same_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with same visual treatment on all six exterior faces.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#E69B35,230,155,53,1.000,down=#E69B35;up=#E69B35;north=#E69B35;south=#E69B35;west=#E69B35;east=#E69B35,,none,,1,1,no,minecraft:block/honeycomb_block,block;cube;cube_all,minecraft:block/honeycomb_block,medium,
minecraft:hopper,irregular_self_supporting,hopper_basin,self_supporting_geometry,"Irregular self-supporting hopper basin: flared top, tapered lower funnel, and directional outlet.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Hopper geometry is a self-supporting open basin/funnel: a wide top rim/bowl occupies most of x/z near y=0.625..1, narrowing downward into a central funnel and a directional outlet. facing controls the outlet direction; down-facing drains vertically.",#3F3F41,63,63,65,1.000,,,none,neutral,2,5,yes,minecraft:block/hopper;minecraft:block/hopper_side,,minecraft:block/hopper_inside;minecraft:block/hopper_outside;minecraft:block/hopper_top,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:horn_coral,irregular_dependent,cross_planes,dependent_on_support_or_counterpart,"Irregular crossed flat planes with transparent cutout texture, typically plant-like and support/substrate dependent.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Cross-plane geometry: two near-zero-thickness quads cross diagonally through the block center, usually spanning most of y=0..1. The visible silhouette comes from transparent texture pixels, not from cuboid volume; placement normally depends on ground or substrate support.",#D2BE40,210,190,64,1.000,,,none,,1,1,no,minecraft:block/horn_coral,cross,minecraft:block/horn_coral,medium,
minecraft:horn_coral_block,full_cube_same_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with same visual treatment on all six exterior faces.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#D9CA43,217,202,67,1.000,down=#D9CA43;up=#D9CA43;north=#D9CA43;south=#D9CA43;west=#D9CA43;east=#D9CA43,,none,,1,1,no,minecraft:block/horn_coral_block,block;cube;cube_all,minecraft:block/horn_coral_block,medium,
minecraft:horn_coral_fan,irregular_dependent,irregular_model,dependent_on_support_or_counterpart,"Irregular non-cube geometry that is expected to depend on a support block, substrate, or paired state.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Coral/fan geometry uses thin organic planes or small branch-like cuboids. Floor fan variants stand on the block top; wall fan variants mount as a thin sheet on the chosen wall face.",#CFB93E,207,185,62,1.000,,,none,,1,1,no,minecraft:block/horn_coral_fan,coral_fan,minecraft:block/horn_coral_fan,medium,
minecraft:horn_coral_wall_fan,irregular_dependent,irregular_model,dependent_on_support_or_counterpart,"Irregular non-cube geometry that is expected to depend on a support block, substrate, or paired state.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Coral/fan geometry uses thin organic planes or small branch-like cuboids. Floor fan variants stand on the block top; wall fan variants mount as a thin sheet on the chosen wall face.",#CFB93E,207,185,62,1.000,,,none,,1,4,yes,minecraft:block/horn_coral_wall_fan,coral_wall_fan,minecraft:block/horn_coral_fan,medium,
minecraft:ice,full_cube_same_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with same visual treatment on all six exterior faces.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#92B8FE,146,184,254,0.745,down=#92B8FE;up=#92B8FE;north=#92B8FE;south=#92B8FE;west=#92B8FE;east=#92B8FE,,none,,1,1,no,minecraft:block/ice,block;cube;cube_all,minecraft:block/ice,medium,
minecraft:infested_chiseled_stone_bricks,full_cube_same_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with same visual treatment on all six exterior faces.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#7A797A,122,121,122,1.000,down=#7A797A;up=#7A797A;north=#7A797A;south=#7A797A;west=#7A797A;east=#7A797A,,none,stone;brick;neutral,1,1,no,minecraft:block/chiseled_stone_bricks,block;cube;cube_all,minecraft:block/chiseled_stone_bricks,medium,
minecraft:infested_cobblestone,full_cube_same_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with same visual treatment on all six exterior faces.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#848384,132,131,132,1.000,down=#848384;up=#848384;north=#848384;south=#848384;west=#848384;east=#848384,,none,stone;neutral,1,1,no,minecraft:block/cobblestone,block;cube;cube_all,minecraft:block/cobblestone,medium,
minecraft:infested_cracked_stone_bricks,full_cube_same_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with same visual treatment on all six exterior faces.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#787778,120,119,120,1.000,down=#787778;up=#787778;north=#787778;south=#787778;west=#787778;east=#787778,,none,stone;brick;neutral,1,1,no,minecraft:block/cracked_stone_bricks,block;cube;cube_all,minecraft:block/cracked_stone_bricks,medium,
minecraft:infested_deepslate,full_cube_different_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with face-dependent visual treatment.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#555557,85,85,87,1.000,down=#59595B;up=#59595B;north=#535355;south=#535355;west=#535355;east=#535355,down=#59595B;up=#59595B,none,stone;neutral,2,12,yes,minecraft:block/deepslate;minecraft:block/deepslate_mirrored,block;cube;cube_column;cube_column_mirrored;cube_mirrored,minecraft:block/deepslate;minecraft:block/deepslate_top,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:infested_mossy_stone_bricks,full_cube_same_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with same visual treatment on all six exterior faces.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#767B6E,118,123,110,1.000,down=#767B6E;up=#767B6E;north=#767B6E;south=#767B6E;west=#767B6E;east=#767B6E,,none,stone;brick;vegetation;neutral,1,1,no,minecraft:block/mossy_stone_bricks,block;cube;cube_all,minecraft:block/mossy_stone_bricks,medium,
minecraft:infested_stone,full_cube_same_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with same visual treatment on all six exterior faces.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#7E7E7E,126,126,126,1.000,down=#7E7E7E;up=#7E7E7E;north=#7E7E7E;south=#7E7E7E;west=#7E7E7E;east=#7E7E7E,,none,stone;neutral,2,4,yes,minecraft:block/stone;minecraft:block/stone_mirrored,block;cube;cube_all;cube_mirrored;cube_mirrored_all,minecraft:block/stone,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:infested_stone_bricks,full_cube_same_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with same visual treatment on all six exterior faces.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#7C7B7C,124,123,124,1.000,down=#7C7B7C;up=#7C7B7C;north=#7C7B7C;south=#7C7B7C;west=#7C7B7C;east=#7C7B7C,,none,stone;brick;neutral,1,1,no,minecraft:block/stone_bricks,block;cube;cube_all,minecraft:block/stone_bricks,medium,
minecraft:iron_bars,thin_wall,thin_bars,self_supporting_geometry,"Narrow multipart connector: thin post, pane, bar, fence, or gate segments.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Pane/bar geometry is a thin vertical connector system. A central post/cap sits near [0.4375,0,0.4375]-[0.5625,1,0.5625]. Each north/east/south/west=true side adds a thin vertical pane/bar from the center to that face; false omits that side. Single-connection states add end caps so the exposed edge has thickness.",#898B88,137,139,136,1.000,,,none,architectural_shape;neutral,6,10,yes,minecraft:block/iron_bars_cap;minecraft:block/iron_bars_cap_alt;minecraft:block/iron_bars_post;minecraft:block/iron_bars_post_ends;minecraft:block/iron_bars_side;minecraft:block/iron_bars_side_alt,template_bars_cap;template_bars_cap_alt;template_bars_post;template_bars_post_ends;template_bars_side;template_bars_side_alt,minecraft:block/iron_bars,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:iron_block,full_cube_same_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with same visual treatment on all six exterior faces.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#DDDDDD,221,221,221,1.000,down=#DDDDDD;up=#DDDDDD;north=#DDDDDD;south=#DDDDDD;west=#DDDDDD;east=#DDDDDD,,none,light;neutral,1,1,no,minecraft:block/iron_block,block;cube;cube_all,minecraft:block/iron_block,medium,
minecraft:iron_chain,irregular_self_supporting,chain_column,self_supporting_geometry,Irregular narrow chain column assembled from small linked cuboids.,"Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Chain geometry is a narrow linked column made from small crossed cuboids. axis=x/y/z rotates the link column along that axis, leaving most of the voxel empty.",#363C4C,54,60,76,1.000,,,none,,1,3,yes,minecraft:block/iron_chain,block;template_chain,minecraft:block/iron_chain,medium,
minecraft:iron_door,irregular_dependent,hinged_panel,dependent_on_support_or_counterpart,"Irregular thin hinged panel; open/closed, half, hinge, or facing changes by state.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Door-like geometry is a thin vertical panel about 0.1875 blocks thick and one block tall per half. half=lower/upper selects the lower or upper block of the two-block door. facing chooses the panel orientation, hinge selects the pivot side, and open=true rotates the panel around that hinge.",#C5C4C4,197,196,196,1.000,,,none,neutral,8,32,yes,minecraft:block/iron_door_bottom_left;minecraft:block/iron_door_bottom_left_open;minecraft:block/iron_door_bottom_right;minecraft:block/iron_door_bottom_right_open;minecraft:block/iron_door_top_left;minecraft:block/iron_door_top_left_open;minecraft:block/iron_door_top_right;minecraft:block/iron_door_top_right_open,door_bottom_left;door_bottom_left_open;door_bottom_right;door_bottom_right_open;door_top_left;door_top_left_open;door_top_right;door_top_right_open,minecraft:block/iron_door_bottom;minecraft:block/iron_door_top,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:iron_ore,full_cube_same_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with same visual treatment on all six exterior faces.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#8C837C,140,131,124,1.000,down=#8C837C;up=#8C837C;north=#8C837C;south=#8C837C;west=#8C837C;east=#8C837C,,none,ore;neutral,1,1,no,minecraft:block/iron_ore,block;cube;cube_all,minecraft:block/iron_ore,medium,
minecraft:iron_trapdoor,irregular_dependent,hinged_panel,dependent_on_support_or_counterpart,"Irregular thin hinged panel; open/closed, half, hinge, or facing changes by state.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Trapdoor geometry is a thin 1x1 panel about 0.1875 blocks thick. half=bottom places the closed panel at y=0..0.1875; half=top places it at y=0.8125..1. open=true rotates the same panel upright against the side chosen by facing.",#CBCACA,203,202,202,1.000,,,none,light;neutral,3,16,yes,minecraft:block/iron_trapdoor_bottom;minecraft:block/iron_trapdoor_open;minecraft:block/iron_trapdoor_top,block;template_trapdoor_bottom;template_trapdoor_open;template_trapdoor_top;thin_block,minecraft:block/iron_trapdoor,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:item_frame,entity_block,entity_renderer,entity_or_block_entity_renderer,Special renderer/entity-style block; normal model geometry is not authoritative.,"Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. This block is rendered by an entity, block entity, or special renderer rather than by a normal solid block model. Treat its world geometry as renderer-defined; this CSV intentionally does not infer a precise color or cuboid mesh from the block model.",,,,,,,,none,,2,2,no,minecraft:block/item_frame;minecraft:block/item_frame_map,template_item_frame;template_item_frame_map,,high,Average color intentionally omitted because this is handled by entity/block-entity rendering.
minecraft:jack_o_lantern,full_cube_different_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with face-dependent visual treatment.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#CB8129,203,129,41,1.000,down=#C97A1E;up=#C97A1E;north=#DAA349;south=#C7771D;west=#C7771D;east=#C7771D,north=#DAA349,none,light_source,1,4,yes,minecraft:block/jack_o_lantern,block;cube;orientable;orientable_with_bottom,minecraft:block/jack_o_lantern;minecraft:block/pumpkin_side;minecraft:block/pumpkin_top,medium,
minecraft:jigsaw,full_cube_different_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with face-dependent visual treatment.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#584C59,88,76,89,1.000,down=#5F515F;up=#453D46;north=#746574;south=#241D27;west=#5F515F;east=#5F515F,up=#453D46;north=#746574;south=#241D27,none,neutral,1,12,yes,minecraft:block/jigsaw,block;cube_directional,minecraft:block/jigsaw_bottom;minecraft:block/jigsaw_lock;minecraft:block/jigsaw_side;minecraft:block/jigsaw_top,medium,
minecraft:jukebox,full_cube_different_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with face-dependent visual treatment.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#63402D,99,64,45,1.000,down=#623F2C;up=#674431;north=#623F2C;south=#623F2C;west=#623F2C;east=#623F2C,up=#674431,none,,1,1,no,minecraft:block/jukebox,block;cube;cube_top,minecraft:block/jukebox_side;minecraft:block/jukebox_top,medium,
minecraft:jungle_button,irregular_dependent,irregular_model,dependent_on_support_or_counterpart,"Irregular non-cube geometry that is expected to depend on a support block, substrate, or paired state.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Button geometry is a small face-mounted cuboid. face/facing chooses the support face and orientation; powered=true uses a thinner pressed protrusion, while powered=false protrudes farther from the support surface.",#A27553,162,117,83,1.000,,,none,,2,24,yes,minecraft:block/jungle_button;minecraft:block/jungle_button_pressed,button;button_pressed,minecraft:block/jungle_planks,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:jungle_door,irregular_dependent,hinged_panel,dependent_on_support_or_counterpart,"Irregular thin hinged panel; open/closed, half, hinge, or facing changes by state.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Door-like geometry is a thin vertical panel about 0.1875 blocks thick and one block tall per half. half=lower/upper selects the lower or upper block of the two-block door. facing chooses the panel orientation, hinge selects the pivot side, and open=true rotates the panel around that hinge.",#A67A56,166,122,86,1.000,,,none,,8,32,yes,minecraft:block/jungle_door_bottom_left;minecraft:block/jungle_door_bottom_left_open;minecraft:block/jungle_door_bottom_right;minecraft:block/jungle_door_bottom_right_open;minecraft:block/jungle_door_top_left;minecraft:block/jungle_door_top_left_open;minecraft:block/jungle_door_top_right;minecraft:block/jungle_door_top_right_open,door_bottom_left;door_bottom_left_open;door_bottom_right;door_bottom_right_open;door_top_left;door_top_left_open;door_top_right;door_top_right_open,minecraft:block/jungle_door_bottom;minecraft:block/jungle_door_top,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:jungle_fence,thin_wall,fence,self_supporting_geometry,"Narrow multipart connector: thin post, pane, bar, fence, or gate segments.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Fence geometry is multipart. The center post is [0.375,0,0.375]-[0.625,1,0.625]. Each north/east/south/west=true connector adds two narrow horizontal rails from the post toward that face: lower rail around y=0.375..0.5625 and upper rail around y=0.75..0.9375, with a 0.125-thick cross-section. false leaves that side open.",#A27553,162,117,83,1.000,,,none,architectural_shape,2,5,yes,minecraft:block/jungle_fence_post;minecraft:block/jungle_fence_side,fence_post;fence_side,minecraft:block/jungle_planks,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:jungle_fence_gate,thin_wall,fence_gate,self_supporting_geometry,"Narrow multipart connector: thin post, pane, bar, fence, or gate segments.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Fence gate geometry is a pair of narrow side posts plus two hinged gate leaves. open=false places the leaves across the center line as a thin barrier; open=true swings the leaves back against the side posts. facing rotates the gate axis. in_wall=true lowers the posts and rails to align with coarse wall height, using the same narrow footprints but shifted downward.",#A27553,162,117,83,1.000,,,none,architectural_shape,4,16,yes,minecraft:block/jungle_fence_gate;minecraft:block/jungle_fence_gate_open;minecraft:block/jungle_fence_gate_wall;minecraft:block/jungle_fence_gate_wall_open,block;template_fence_gate;template_fence_gate_open;template_fence_gate_wall;template_fence_gate_wall_open,minecraft:block/jungle_planks,medium,Average color is computed across the visible model variants referenced by this block.
